athleteLabel,occupationOrSportLabel,dateOfBirth,dateOfDeath,careerStart,careerEnd
Essien Mbong,association football,1975-08-04T00:00:00Z,2013-06-22T00:00:00Z,1997-01-01T00:00:00Z,2010-01-01T00:00:00Z
Esteban Echevarría,association football,1923-01-16T00:00:00Z,1987-02-24T00:00:00Z,1942-01-01T00:00:00Z,1950-01-01T00:00:00Z
Esteve Cifuentes i Surroca,association football,1912-10-07T00:00:00Z,1938-10-30T00:00:00Z,1929-01-01T00:00:00Z,1938-01-01T00:00:00Z
Esteve Pedrol i Albareda,association football,1905-11-20T00:00:00Z,1976-09-03T00:00:00Z,1926-01-01T00:00:00Z,1941-01-01T00:00:00Z
Esteve Pedrol i Albareda,association football,1906-10-21T00:00:00Z,1976-09-03T00:00:00Z,1926-01-01T00:00:00Z,1941-01-01T00:00:00Z
Esteve Pedrol i Albareda,association football,1909-10-21T00:00:00Z,1976-09-03T00:00:00Z,1926-01-01T00:00:00Z,1941-01-01T00:00:00Z
Ettore Puricelli,association football,1916-09-15T00:00:00Z,2001-05-14T00:00:00Z,1935-01-01T00:00:00Z,1951-01-01T00:00:00Z
Eugenio Staccione,association football,1909-04-14T00:00:00Z,1967-05-05T00:00:00Z,1925-01-01T00:00:00Z,1940-01-01T00:00:00Z
Eulogio Martínez,association football,1935-03-11T00:00:00Z,1984-09-30T00:00:00Z,1953-01-01T00:00:00Z,1965-01-01T00:00:00Z
Eulogio Martínez,association football,1935-06-11T00:00:00Z,1984-09-30T00:00:00Z,1953-01-01T00:00:00Z,1965-01-01T00:00:00Z
Eusebio Castigliano,association football,1921-02-09T00:00:00Z,1949-05-04T00:00:00Z,1939-01-01T00:00:00Z,1949-01-01T00:00:00Z
Eusebio Videla,association football,1918-01-01T00:00:00Z,2000-01-01T00:00:00Z,1935-01-01T00:00:00Z,1947-01-01T00:00:00Z
Eustaquio Zubillaga,association football,1933-10-26T00:00:00Z,2020-03-18T00:00:00Z,1953-01-01T00:00:00Z,1963-01-01T00:00:00Z
Eusébio,association football,1942-01-25T00:00:00Z,2014-01-05T00:00:00Z,1957-01-01T00:00:00Z,1979-01-01T00:00:00Z
Evald Smitt,association football,1915-03-24T00:00:00Z,2007-01-12T00:00:00Z,1940-01-01T00:00:00Z,1940-01-01T00:00:00Z
Evaristo Barrera,association football,1911-12-30T00:00:00Z,1982-06-07T00:00:00Z,1932-01-01T00:00:00Z,1948-01-01T00:00:00Z
Everardo Espinosa,association football,1893-07-01T00:00:00Z,1946-02-11T00:00:00Z,1910-01-01T00:00:00Z,1917-01-01T00:00:00Z
Everton Kempes dos Santos Gonçalves,association football,1982-08-03T00:00:00Z,2016-11-28T00:00:00Z,2004-01-01T00:00:00Z,2016-01-01T00:00:00Z
Everton Kempes dos Santos Gonçalves,association football,1982-09-03T00:00:00Z,2016-11-28T00:00:00Z,2004-01-01T00:00:00Z,2016-01-01T00:00:00Z
Ezequiel Orozco,association football,1988-11-23T00:00:00Z,2018-03-16T00:00:00Z,2008-01-01T00:00:00Z,2017-01-01T00:00:00Z
Ezio Bertuzzo,association football,1952-07-23T00:00:00Z,2014-02-23T00:00:00Z,1969-01-01T00:00:00Z,1987-01-01T00:00:00Z
Ezio Pascutti,association football,1937-06-01T00:00:00Z,2017-01-04T00:00:00Z,1955-01-01T00:00:00Z,1969-01-01T00:00:00Z
Faas Wilkes,association football,1923-10-13T00:00:00Z,2006-08-15T00:00:00Z,1941-01-01T00:00:00Z,1964-01-01T00:00:00Z
Fabián O'Neill,association football,1973-10-14T00:00:00Z,2022-12-25T00:00:00Z,1992-01-01T00:00:00Z,2003-01-01T00:00:00Z
Fabián Perea,association football,1978-04-06T00:00:00Z,1997-10-13T00:00:00Z,1997-01-01T00:00:00Z,1997-01-01T00:00:00Z
Facundo Espíndola,association football,1992-12-26T00:00:00Z,2018-07-22T00:00:00Z,2013-01-01T00:00:00Z,2018-01-01T00:00:00Z
Farouk Janeman,association football,1953-02-17T00:00:00Z,2013-09-27T00:00:00Z,1970-01-01T00:00:00Z,1986-01-01T00:00:00Z
Faustino Delgado,association football,1925-02-15T00:00:00Z,2004-10-31T00:00:00Z,1946-01-01T00:00:00Z,1962-01-01T00:00:00Z
Fausto Lena,association football,1933-12-11T00:00:00Z,2013-02-25T00:00:00Z,1953-01-01T00:00:00Z,1970-01-01T00:00:00Z
Fausto Prieto,association football,1908-09-06T00:00:00Z,1993-06-04T00:00:00Z,1923-01-01T00:00:00Z,1943-01-01T00:00:00Z
Fausto Quirarte,association football,1916-01-01T00:00:00Z,1986-01-14T00:00:00Z,1931-01-01T00:00:00Z,1950-01-01T00:00:00Z
Fausto Vargas,association football,1947-02-08T00:00:00Z,2022-10-22T00:00:00Z,1966-01-01T00:00:00Z,1981-01-01T00:00:00Z
Federico Monti,association football,1882-11-01T00:00:00Z,1952-11-07T00:00:00Z,1907-01-01T00:00:00Z,1917-01-01T00:00:00Z
Federico Pupplet,association football,1801-01-01T00:00:00Z,1913-01-01T00:00:00Z,1903-01-01T00:00:00Z,1912-01-01T00:00:00Z
Federico Revuelto rodriguez,association football,1883-01-01T00:00:00Z,2000-01-01T00:00:00Z,1902-01-01T00:00:00Z,1912-01-01T00:00:00Z
Federico Sacchi,association football,1936-09-04T00:00:00Z,2023-11-07T00:00:00Z,1958-01-01T00:00:00Z,2023-01-01T00:00:00Z
Felipe Bracamonte,association football,1941-01-01T00:00:00Z,2005-01-02T00:00:00Z,1957-01-01T00:00:00Z,1970-01-01T00:00:00Z
Felipe Jorge Bibí,association football,1910-02-11T00:00:00Z,2000-05-18T00:00:00Z,1931-01-01T00:00:00Z,1936-01-01T00:00:00Z
Felipe Olivares,association football,1910-02-05T00:00:00Z,http://www.wikidata.org/.well-known/genid/112d4f1c53c80ba13e63da361f12528d,1926-01-01T00:00:00Z,1942-01-01T00:00:00Z
Felipe Olivares,association football,1905-02-05T00:00:00Z,http://www.wikidata.org/.well-known/genid/112d4f1c53c80ba13e63da361f12528d,1926-01-01T00:00:00Z,1942-01-01T00:00:00Z
Felipe Rosas,association football,1910-02-05T00:00:00Z,1989-12-15T00:00:00Z,1924-01-01T00:00:00Z,1940-01-01T00:00:00Z
Ferenc Kann,association football,1894-11-28T00:00:00Z,1983-02-19T00:00:00Z,1923-01-01T00:00:00Z,1951-01-01T00:00:00Z
Ferenc Rudas,association football,1921-07-06T00:00:00Z,2016-02-11T00:00:00Z,1938-01-01T00:00:00Z,1954-01-01T00:00:00Z
Feridun Buğeker,association football,1933-04-05T00:00:00Z,2014-10-06T00:00:00Z,1949-01-01T00:00:00Z,1964-01-01T00:00:00Z
Fernand Blaise,association football,1925-02-07T00:00:00Z,1991-02-10T00:00:00Z,1943-01-01T00:00:00Z,1956-01-01T00:00:00Z
Fernand Boone,association football,1934-08-01T00:00:00Z,2013-09-11T00:00:00Z,1952-01-01T00:00:00Z,1972-01-01T00:00:00Z
Fernand Brosius,association football,1934-05-15T00:00:00Z,2014-01-14T00:00:00Z,1953-01-01T00:00:00Z,1971-01-01T00:00:00Z
Fernando Ansola,association football,1940-01-27T00:00:00Z,1986-06-30T00:00:00Z,1960-01-01T00:00:00Z,1975-01-01T00:00:00Z
Fernando Argila,association football,1920-12-26T00:00:00Z,2015-01-08T00:00:00Z,1941-01-01T00:00:00Z,1954-01-01T00:00:00Z
Fernando Barboza,association football,1964-05-12T00:00:00Z,2014-09-01T00:00:00Z,1982-01-01T00:00:00Z,2005-01-01T00:00:00Z
Fernando Barboza,association football,1964-05-13T00:00:00Z,2014-09-01T00:00:00Z,1982-01-01T00:00:00Z,2005-01-01T00:00:00Z
Fernando Bustos,association football,1944-08-01T00:00:00Z,1979-09-23T00:00:00Z,1963-01-01T00:00:00Z,1979-01-01T00:00:00Z
Fernando Ceballos Sáez,association football,1909-11-09T00:00:00Z,1991-09-23T00:00:00Z,1929-01-01T00:00:00Z,1947-01-01T00:00:00Z
Fernando Cornejo,association football,1969-01-28T00:00:00Z,2009-01-24T00:00:00Z,1988-01-01T00:00:00Z,2005-01-01T00:00:00Z
Fernando Figueroa,association football,1925-02-07T00:00:00Z,2011-02-22T00:00:00Z,1947-01-01T00:00:00Z,1951-01-01T00:00:00Z
Fernando Gomes,association football,1956-11-22T00:00:00Z,2022-11-26T00:00:00Z,1974-01-01T00:00:00Z,1991-01-01T00:00:00Z
Fernando Guillamón,association football,1927-06-05T00:00:00Z,1987-12-31T00:00:00Z,1949-01-01T00:00:00Z,1958-01-01T00:00:00Z
Fernando Navarro Navarro,association football,1935-07-08T00:00:00Z,2000-05-15T00:00:00Z,1957-01-01T00:00:00Z,1964-01-01T00:00:00Z
Fernando Pascoal Neves,association football,1947-07-12T00:00:00Z,1973-12-16T00:00:00Z,1965-01-01T00:00:00Z,1973-01-01T00:00:00Z
Fernando Pascoal Neves,association football,1947-08-12T00:00:00Z,1973-12-16T00:00:00Z,1965-01-01T00:00:00Z,1973-01-01T00:00:00Z
Fernando Ricksen,association football,1976-07-27T00:00:00Z,2019-09-18T00:00:00Z,1993-01-01T00:00:00Z,2013-01-01T00:00:00Z
Fernando Sañudo,association football,1912-01-23T00:00:00Z,1980-01-29T00:00:00Z,1927-02-27T00:00:00Z,1944-01-01T00:00:00Z
Fernando Serena,association football,1941-01-28T00:00:00Z,2018-10-15T00:00:00Z,1961-01-01T00:00:00Z,1976-01-01T00:00:00Z
Fernando Tirapu,association football,1951-11-07T00:00:00Z,2018-07-28T00:00:00Z,1970-01-01T00:00:00Z,1985-01-01T00:00:00Z
Fernando Vera Castro,association football,1945-03-29T00:00:00Z,2021-05-14T00:00:00Z,1964-01-01T00:00:00Z,1968-01-01T00:00:00Z
Fernando Viola,association football,1951-03-14T00:00:00Z,2001-02-05T00:00:00Z,1971-01-01T00:00:00Z,1986-01-01T00:00:00Z
Fernando Zunzunegui,association football,1943-10-05T00:00:00Z,2014-08-28T00:00:00Z,1962-01-01T00:00:00Z,1974-01-01T00:00:00Z
Ferran Ortuño i Blasco,association football,1945-10-12T00:00:00Z,2015-07-13T00:00:00Z,1963-01-01T00:00:00Z,1974-01-01T00:00:00Z
Fidel Ramírez,association football,1801-01-01T00:00:00Z,1999-01-01T00:00:00Z,1912-01-01T00:00:00Z,1919-01-01T00:00:00Z
Fidel Uriarte,association football,1945-03-01T00:00:00Z,2016-12-19T00:00:00Z,1962-01-01T00:00:00Z,1977-01-01T00:00:00Z
Fighton Simukonda,association football,1958-02-02T00:00:00Z,2016-02-15T00:00:00Z,1976-01-01T00:00:00Z,1992-01-01T00:00:00Z
Fikret Kırcan,association football,1919-12-25T00:00:00Z,2014-11-26T00:00:00Z,1934-01-01T00:00:00Z,1956-01-01T00:00:00Z
Filipe Machado Nascimento,association football,1984-03-13T00:00:00Z,2016-11-28T00:00:00Z,2006-01-01T00:00:00Z,2016-01-01T00:00:00Z
Finn Gundersen,association football,1933-04-16T00:00:00Z,2014-07-30T00:00:00Z,1952-01-01T00:00:00Z,1962-01-01T00:00:00Z
Finn Gundersen,ice hockey,1933-04-16T00:00:00Z,2014-07-30T00:00:00Z,1952-01-01T00:00:00Z,1962-01-01T00:00:00Z
Flavio Emoli,association football,1934-08-23T00:00:00Z,2015-10-05T00:00:00Z,1953-01-01T00:00:00Z,1968-01-01T00:00:00Z
Florentino Lupercio,association football,2000-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/604ae3f6a8e4a58c1441f0a6443040d5,1944-01-01T00:00:00Z,1947-01-01T00:00:00Z
Florin Grigore,association football,1956-05-03T00:00:00Z,2015-07-14T00:00:00Z,1977-01-01T00:00:00Z,1984-01-01T00:00:00Z
Florín,association football,1937-11-22T00:00:00Z,1991-01-15T00:00:00Z,1958-01-01T00:00:00Z,1971-01-01T00:00:00Z
Flórián Albert,association football,1941-09-15T00:00:00Z,2011-10-31T00:00:00Z,1958-01-01T00:00:00Z,1974-01-01T00:00:00Z
Fons van Wissen,association football,1933-03-21T00:00:00Z,2015-07-07T00:00:00Z,1951-01-01T00:00:00Z,1969-01-01T00:00:00Z
Francesc Alcoriza i Gimeno,association football,1903-06-15T00:00:00Z,1991-04-01T00:00:00Z,1922-01-01T00:00:00Z,1935-01-01T00:00:00Z
Francesc Grau Pla,association football,1935-12-23T00:00:00Z,2020-01-20T00:00:00Z,1954-01-01T00:00:00Z,1969-01-01T00:00:00Z
Francesco Casisa,association football,1943-03-27T00:00:00Z,2014-02-18T00:00:00Z,1961-01-01T00:00:00Z,1975-01-01T00:00:00Z
Francesco Imberti,association football,1912-03-17T00:00:00Z,2008-10-03T00:00:00Z,1929-01-01T00:00:00Z,1941-01-01T00:00:00Z
Francesco Imberti,association football,1912-08-07T00:00:00Z,2008-10-03T00:00:00Z,1929-01-01T00:00:00Z,1941-01-01T00:00:00Z
Francesco Janich,association football,1937-03-27T00:00:00Z,2019-12-02T00:00:00Z,1956-01-01T00:00:00Z,1973-01-01T00:00:00Z
Francesco Morini,association football,1944-08-12T00:00:00Z,2021-08-31T00:00:00Z,1963-01-01T00:00:00Z,1980-01-01T00:00:00Z
Francesco Rosetta,association football,1922-10-09T00:00:00Z,2006-12-08T00:00:00Z,1941-01-01T00:00:00Z,1958-01-01T00:00:00Z
Francis Kajiya,association football,1954-01-01T00:00:00Z,2013-08-28T00:00:00Z,1974-01-01T00:00:00Z,1987-01-01T00:00:00Z
Francis Ryan,association football,1908-01-10T00:00:00Z,1977-10-14T00:00:00Z,1929-01-01T00:00:00Z,1936-01-01T00:00:00Z
Francisco Gamborena,association football,1901-03-14T00:00:00Z,1982-07-30T00:00:00Z,1915-01-01T00:00:00Z,1934-01-01T00:00:00Z
Francisco Garate,association football,1916-01-11T00:00:00Z,1986-09-27T00:00:00Z,1933-01-01T00:00:00Z,1946-01-01T00:00:00Z
Francisco Garate,association football,1917-01-11T00:00:00Z,1986-09-27T00:00:00Z,1933-01-01T00:00:00Z,1946-01-01T00:00:00Z
Francisco Goenechea,association football,1900-10-29T00:00:00Z,2000-12-05T00:00:00Z,1929-01-01T00:00:00Z,1936-01-01T00:00:00Z
Francisco Gonzales,association football,1947-03-28T00:00:00Z,2008-09-29T00:00:00Z,1967-01-01T00:00:00Z,1983-01-01T00:00:00Z
Francisco Guerrero,association football,1934-02-26T00:00:00Z,2023-10-02T00:00:00Z,1957-01-01T00:00:00Z,1966-01-01T00:00:00Z
Francisco Hormazábal,association football,1920-07-04T00:00:00Z,1990-01-13T00:00:00Z,1941-01-01T00:00:00Z,1985-01-01T00:00:00Z
Francisco Jara,association football,1941-02-03T00:00:00Z,2024-02-02T00:00:00Z,1960-01-01T00:00:00Z,2024-01-01T00:00:00Z
Francisco Javier García Verdugo,association football,1934-07-06T00:00:00Z,2017-06-09T00:00:00Z,1950-01-01T00:00:00Z,1967-01-01T00:00:00Z
Francisco José Pardo Garrido,association football,1990-03-17T00:00:00Z,2016-07-08T00:00:00Z,2007-01-01T00:00:00Z,2016-01-01T00:00:00Z
Francisco Labrado,association football,1945-08-25T00:00:00Z,2022-07-13T00:00:00Z,1966-01-01T00:00:00Z,1975-01-01T00:00:00Z
Francisco León Fandós,association football,1926-01-01T00:00:00Z,2012-01-01T00:00:00Z,1949-01-01T00:00:00Z,1961-01-01T00:00:00Z
Francisco López Cardosa,association football,1933-06-18T00:00:00Z,2010-10-29T00:00:00Z,1956-01-01T00:00:00Z,1969-01-01T00:00:00Z
Francisco Marqués,association football,1926-10-24T00:00:00Z,2008-05-25T00:00:00Z,1940-01-01T00:00:00Z,1955-01-01T00:00:00Z
Francisco Mendoza Pizarro,association football,1939-01-01T00:00:00Z,2010-10-20T00:00:00Z,1967-01-01T00:00:00Z,1972-01-01T00:00:00Z
Francisco Quintero,association football,1923-03-08T00:00:00Z,1979-01-01T00:00:00Z,1948-01-01T00:00:00Z,1949-01-01T00:00:00Z
Francisco Rodrigues,association football,1925-06-27T00:00:00Z,1988-10-30T00:00:00Z,1942-01-01T00:00:00Z,1961-01-01T00:00:00Z
Francisco Rodríguez,association football,1921-03-29T00:00:00Z,http://www.wikidata.org/.well-known/genid/ecdfd9826de23307b47cdf3dcf13b721,1938-01-01T00:00:00Z,1952-01-01T00:00:00Z
Francisco Roig Zamora,association football,1915-09-15T00:00:00Z,1986-02-09T00:00:00Z,1940-01-01T00:00:00Z,1952-01-01T00:00:00Z
Francisco Sendra,association football,1931-02-05T00:00:00Z,2016-11-12T00:00:00Z,1952-01-01T00:00:00Z,1965-01-01T00:00:00Z
"Francisco Silva ""Borrego""",association football,http://www.wikidata.org/.well-known/genid/35f14e711012dced19ec95b9bf70c4ac,http://www.wikidata.org/.well-known/genid/91903991997efe1f91f14d14fbca2a02,1943-01-01T00:00:00Z,1950-01-01T00:00:00Z
Francisco Simón Calvet,association football,1917-10-11T00:00:00Z,1978-02-07T00:00:00Z,1940-01-01T00:00:00Z,1954-01-01T00:00:00Z
Francisco Sánchez Puente,association football,1926-08-02T00:00:00Z,1999-07-21T00:00:00Z,1945-01-01T00:00:00Z,1960-01-01T00:00:00Z
Francisco Taggino,association football,1801-01-01T00:00:00Z,1999-01-01T00:00:00Z,1910-01-01T00:00:00Z,1918-01-01T00:00:00Z
Francisco Valdés,association football,1943-03-19T00:00:00Z,2009-08-10T00:00:00Z,1961-01-01T00:00:00Z,1983-01-01T00:00:00Z
Francisco Valiente,association football,1897-01-01T00:00:00Z,1958-07-22T00:00:00Z,1915-01-01T00:00:00Z,1930-01-01T00:00:00Z
Francisco Varallo,association football,1910-02-05T00:00:00Z,2010-08-30T00:00:00Z,1924-01-01T00:00:00Z,1940-01-01T00:00:00Z
Franco Bontadini,association football,1893-01-04T00:00:00Z,1943-01-27T00:00:00Z,1909-01-01T00:00:00Z,1920-01-01T00:00:00Z
Frank Kopel,association football,1949-03-28T00:00:00Z,2014-04-16T00:00:00Z,1966-01-01T00:00:00Z,1984-01-01T00:00:00Z
Frank Seator,association football,1975-10-24T00:00:00Z,2013-02-11T00:00:00Z,1996-01-01T00:00:00Z,2010-01-01T00:00:00Z
Franklin April,association football,1981-04-18T00:00:00Z,2015-10-18T00:00:00Z,2001-01-01T00:00:00Z,2015-01-01T00:00:00Z
Franklin April,association football,1984-04-18T00:00:00Z,2015-10-18T00:00:00Z,2001-01-01T00:00:00Z,2015-01-01T00:00:00Z
Frans Vermeyen,association football,1943-03-25T00:00:00Z,2014-01-18T00:00:00Z,1959-01-01T00:00:00Z,1976-01-01T00:00:00Z
František Junek,association football,1907-01-17T00:00:00Z,1970-03-19T00:00:00Z,1925-01-01T00:00:00Z,1938-01-01T00:00:00Z
František Plánička,association football,1904-06-02T00:00:00Z,1996-07-20T00:00:00Z,1923-01-01T00:00:00Z,1938-01-01T00:00:00Z
František Schmucker,association football,1940-01-28T00:00:00Z,2004-07-15T00:00:00Z,1959-01-01T00:00:00Z,1979-01-01T00:00:00Z
František Svoboda,association football,1906-08-05T00:00:00Z,1948-07-06T00:00:00Z,1926-01-01T00:00:00Z,1941-01-01T00:00:00Z
František Veselý,association football,1943-12-07T00:00:00Z,2009-10-30T00:00:00Z,1962-01-01T00:00:00Z,1984-01-01T00:00:00Z
Franz Beckenbauer,association football,1945-09-11T00:00:00Z,2024-01-07T00:00:00Z,1964-01-01T00:00:00Z,1983-01-01T00:00:00Z
Franz Binder,association football,1911-12-01T00:00:00Z,1989-04-24T00:00:00Z,1933-01-01T00:00:00Z,1949-01-01T00:00:00Z
François Blank,ice hockey,1930-12-30T00:00:00Z,2021-11-03T00:00:00Z,1951-01-01T00:00:00Z,1952-01-01T00:00:00Z
François Sermon,association football,1923-03-31T00:00:00Z,2013-03-18T00:00:00Z,1939-01-01T00:00:00Z,1953-01-01T00:00:00Z
François Van der Elst,association football,1954-12-01T00:00:00Z,2017-01-11T00:00:00Z,1971-01-01T00:00:00Z,1986-01-01T00:00:00Z
Fred André,association football,1941-05-31T00:00:00Z,2017-01-24T00:00:00Z,1963-01-01T00:00:00Z,1979-01-01T00:00:00Z
Fred Else,association football,1933-03-31T00:00:00Z,2015-07-20T00:00:00Z,1953-01-01T00:00:00Z,1970-01-01T00:00:00Z
Fred Jones,association football,1938-01-11T00:00:00Z,2013-03-22T00:00:00Z,1956-01-01T00:00:00Z,1973-01-01T00:00:00Z
Freddie Goodwin,association football,1933-06-28T00:00:00Z,2016-02-19T00:00:00Z,1953-01-01T00:00:00Z,1967-01-01T00:00:00Z
Freddy Castillo,association football,1989-11-17T00:00:00Z,2013-08-11T00:00:00Z,2010-01-01T00:00:00Z,2013-01-01T00:00:00Z
Friaça,association football,1924-10-20T00:00:00Z,2009-01-12T00:00:00Z,1943-01-01T00:00:00Z,1958-01-01T00:00:00Z
Fritz Eiberle,association football,1904-09-17T00:00:00Z,1987-09-22T00:00:00Z,1924-01-01T00:00:00Z,1934-01-01T00:00:00Z
Fritz Laband,association football,1925-11-01T00:00:00Z,1982-01-03T00:00:00Z,1945-01-01T00:00:00Z,1957-01-01T00:00:00Z
Fritz Walter,association football,1920-10-31T00:00:00Z,2002-06-17T00:00:00Z,1937-01-01T00:00:00Z,1959-01-01T00:00:00Z
Fulvio Nesti,association football,1925-06-08T00:00:00Z,1995-11-30T00:00:00Z,1946-01-01T00:00:00Z,1960-01-01T00:00:00Z
Fyodor Cherenkov,association football,1959-07-25T00:00:00Z,2014-10-04T00:00:00Z,1977-01-01T00:00:00Z,1993-01-01T00:00:00Z
Fyodor Tuvin,association football,1973-07-03T00:00:00Z,2013-05-13T00:00:00Z,1991-01-01T00:00:00Z,2005-01-01T00:00:00Z
Félix,association football,1937-12-24T00:00:00Z,2012-08-24T00:00:00Z,1951-01-01T00:00:00Z,1977-01-01T00:00:00Z
Félix Geybels,association football,1935-11-23T00:00:00Z,2013-11-15T00:00:00Z,1952-01-01T00:00:00Z,1964-01-01T00:00:00Z
Félix Huete,association football,1914-08-25T00:00:00Z,2000-09-06T00:00:00Z,1932-01-01T00:00:00Z,1949-01-01T00:00:00Z
Félix Lasso,association football,1945-05-28T00:00:00Z,2016-02-13T00:00:00Z,1962-01-01T00:00:00Z,1979-01-01T00:00:00Z
Félix Llimós Chalamanch,association football,1916-11-22T00:00:00Z,1983-05-02T00:00:00Z,1939-01-01T00:00:00Z,1951-01-01T00:00:00Z
Félix Loustau,association football,1922-12-25T00:00:00Z,2003-01-05T00:00:00Z,1942-01-01T00:00:00Z,1958-01-01T00:00:00Z
Félix Markaida,association football,1931-11-20T00:00:00Z,2008-04-26T00:00:00Z,1949-01-01T00:00:00Z,1965-01-01T00:00:00Z
Félix Orte,association football,1956-06-02T00:00:00Z,1989-11-19T00:00:00Z,1976-01-01T00:00:00Z,1989-01-01T00:00:00Z
Gabriel Badilla,association football,1984-06-30T00:00:00Z,2016-11-20T00:00:00Z,2001-12-04T00:00:00Z,2016-06-26T00:00:00Z
Gabriel Jorge Sosa,association football,1916-02-06T00:00:00Z,2014-11-28T00:00:00Z,1936-01-01T00:00:00Z,1949-01-01T00:00:00Z
Gabriel López Zapiain,association football,1943-04-22T00:00:00Z,2018-08-18T00:00:00Z,1964-01-01T00:00:00Z,1982-01-01T00:00:00Z
Gaitos,association football,1924-06-06T00:00:00Z,2002-11-22T00:00:00Z,1945-01-01T00:00:00Z,1956-01-01T00:00:00Z
Galo Solís,association football,1926-10-15T00:00:00Z,2010-03-15T00:00:00Z,1920-01-01T00:00:00Z,1980-01-01T00:00:00Z
Galé,association football,1908-11-28T00:00:00Z,1938-07-29T00:00:00Z,1929-01-01T00:00:00Z,1933-01-01T00:00:00Z
Gary Speed,association football,1969-09-08T00:00:00Z,2011-11-27T00:00:00Z,1988-01-01T00:00:00Z,2010-01-01T00:00:00Z
Gaztelu,association football,1946-08-23T00:00:00Z,2020-12-30T00:00:00Z,1967-01-01T00:00:00Z,1981-01-01T00:00:00Z
Genaro Celayeta,association football,1954-11-09T00:00:00Z,2008-02-09T00:00:00Z,1978-01-01T00:00:00Z,1988-01-01T00:00:00Z
Gennadi Gusarov,association football,1937-03-11T00:00:00Z,2014-06-02T00:00:00Z,1957-01-01T00:00:00Z,1971-01-01T00:00:00Z
Gennadiy Cherevchenko,association football,1948-03-16T00:00:00Z,2014-03-18T00:00:00Z,1967-01-01T00:00:00Z,1986-01-01T00:00:00Z
Geoff Richards,association football,1929-04-24T00:00:00Z,2014-05-08T00:00:00Z,1943-01-01T00:00:00Z,1964-01-01T00:00:00Z
Geoff Smith,association football,1928-03-14T00:00:00Z,2013-10-19T00:00:00Z,1947-01-01T00:00:00Z,1959-01-01T00:00:00Z
Geoff Strong,association football,1937-09-19T00:00:00Z,2013-06-17T00:00:00Z,1954-01-01T00:00:00Z,1971-01-01T00:00:00Z
Geoff Thomas,association football,1948-02-18T00:00:00Z,2013-01-13T00:00:00Z,1965-01-01T00:00:00Z,1976-01-01T00:00:00Z
George Armstrong,association football,1944-08-09T00:00:00Z,2000-11-01T00:00:00Z,1961-01-01T00:00:00Z,1979-01-01T00:00:00Z
George Baldock,association football,1993-03-09T00:00:00Z,2024-10-09T00:00:00Z,2010-01-01T00:00:00Z,2024-01-01T00:00:00Z
George Best,association football,1946-05-22T00:00:00Z,2005-11-25T00:00:00Z,1963-09-14T00:00:00Z,1984-02-11T00:00:00Z
George Cohen,association football,1939-10-22T00:00:00Z,2022-12-23T00:00:00Z,1956-01-01T00:00:00Z,1969-01-01T00:00:00Z
George Heslop,association football,1940-07-01T00:00:00Z,2006-09-17T00:00:00Z,1960-01-01T00:00:00Z,1973-01-01T00:00:00Z
George Hilsdon,association football,1885-08-10T00:00:00Z,1941-09-10T00:00:00Z,1904-01-01T00:00:00Z,1915-01-01T00:00:00Z
George Kay,association football,1891-09-21T00:00:00Z,1954-04-18T00:00:00Z,1911-01-01T00:00:00Z,1927-01-01T00:00:00Z
George Mills,association football,1908-12-29T00:00:00Z,1970-07-15T00:00:00Z,1929-01-01T00:00:00Z,1943-01-01T00:00:00Z
George Moorhouse,association football,1901-05-04T00:00:00Z,1943-10-12T00:00:00Z,1921-01-01T00:00:00Z,1937-01-01T00:00:00Z
George Petherbridge,association football,1927-05-19T00:00:00Z,2013-03-04T00:00:00Z,1945-01-01T00:00:00Z,1964-01-01T00:00:00Z
George Robb,association football,1926-06-01T00:00:00Z,2011-12-25T00:00:00Z,1951-01-01T00:00:00Z,1959-01-01T00:00:00Z
George Robledo,association football,1926-04-14T00:00:00Z,1989-04-01T00:00:00Z,1946-01-01T00:00:00Z,1960-01-01T00:00:00Z
George Smith,association football,1921-02-07T00:00:00Z,2013-07-14T00:00:00Z,1946-01-01T00:00:00Z,1958-01-01T00:00:00Z
George Sullivan,ice hockey,1929-12-24T00:00:00Z,2019-01-19T00:00:00Z,1949-01-01T00:00:00Z,1961-01-01T00:00:00Z
George Tintle,association football,1892-12-24T00:00:00Z,1975-01-14T00:00:00Z,1908-01-01T00:00:00Z,1923-01-01T00:00:00Z
Georges Beaucourt,association football,1912-04-15T00:00:00Z,2002-02-27T00:00:00Z,1928-01-01T00:00:00Z,1943-01-01T00:00:00Z
Georges Vézina,ice hockey,1887-01-21T00:00:00Z,1926-03-24T00:00:00Z,1910-01-01T00:00:00Z,1925-01-01T00:00:00Z
Georges Vézina,ice hockey,1887-01-21T00:00:00Z,1926-03-27T00:00:00Z,1910-01-01T00:00:00Z,1925-01-01T00:00:00Z
Georgi Hristakiev,association football,1944-05-28T00:00:00Z,2016-04-04T00:00:00Z,1962-01-01T00:00:00Z,1975-01-01T00:00:00Z
Georgi Naydenov,association football,1931-12-21T00:00:00Z,1970-05-31T00:00:00Z,1949-01-01T00:00:00Z,1967-01-01T00:00:00Z
Geraldo Cleofas Dias Alves,association football,1954-04-16T00:00:00Z,1976-08-26T00:00:00Z,1973-01-01T00:00:00Z,1976-01-01T00:00:00Z
